epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,208.173,0.80642,0.62938,0.94947,0.62464,0.32353,0.25362,0.12006,1.1105,1.11119,0.74458,0.0011024,0.0011024,0.0011024
70,211.121,0.78439,0.67215,0.93657,0.61299,0.32353,0.26768,0.14373,1.12094,1.09939,0.77128,0.0010892,0.0010892,0.0010892
71,214.144,0.77014,0.70824,0.90532,0.64919,0.32353,0.27325,0.14824,1.14418,1.06569,0.77566,0.001076,0.001076,0.001076
72,217.076,0.84459,0.7956,0.96541,0.53856,0.32353,0.23077,0.10378,1.13262,1.13094,0.79188,0.0010628,0.0010628,0.0010628
73,220.02,0.75408,0.69233,0.92119,0.35749,0.24575,0.14134,0.07466,1.17121,1.27291,0.8074,0.0010496,0.0010496,0.0010496
74,222.847,0.63612,0.57367,0.89737,0.31534,0.17647,0.10799,0.05872,1.433,1.5936,0.97582,0.0010364,0.0010364,0.0010364
75,225.725,0.77711,0.62082,0.91802,0.38633,0.17647,0.10937,0.05289,1.43215,1.78829,0.95893,0.0010232,0.0010232,0.0010232
76,228.749,0.75581,0.60559,0.95046,0.33965,0.20588,0.10075,0.05199,1.43613,1.87025,1.00261,0.00101,0.00101,0.00101
77,231.625,0.78843,0.63829,0.92401,0.22447,0.23529,0.10695,0.06185,1.41636,1.90003,1.07906,0.0009968,0.0009968,0.0009968
78,234.582,0.74437,0.64271,0.93902,0.36416,0.20588,0.12518,0.0808,1.45827,1.69045,0.95001,0.0009836,0.0009836,0.0009836
79,237.469,0.89583,0.72279,0.95232,0.39516,0.26471,0.16717,0.09848,1.34803,1.55837,0.87956,0.0009704,0.0009704,0.0009704
80,240.413,0.75715,0.66364,0.91091,0.34408,0.26471,0.16308,0.09665,1.07631,2.02902,0.73688,0.0009572,0.0009572,0.0009572
81,243.424,0.74147,0.6105,0.90005,0.23492,0.25306,0.11531,0.07543,0.91841,3.45613,0.64484,0.000944,0.000944,0.000944
82,246.343,0.72893,0.6101,0.92726,0.22019,0.26578,0.15151,0.10032,0.889,3.50677,0.6173,0.0009308,0.0009308,0.0009308
83,249.238,0.68127,0.59886,0.92417,0.43347,0.26471,0.21232,0.14339,0.84489,1.5437,0.61219,0.0009176,0.0009176,0.0009176
84,252.296,0.65776,0.55774,0.8773,0.69775,0.29412,0.25861,0.14727,0.85255,1.08746,0.59291,0.0009044,0.0009044,0.0009044
85,255.303,0.70279,0.57553,0.92693,0.75039,0.29412,0.27293,0.15889,0.8901,1.02216,0.59457,0.0008912,0.0008912,0.0008912
86,258.246,0.77128,0.65202,0.90569,0.6457,0.29412,0.25794,0.15732,0.91056,1.00431,0.60563,0.000878,0.000878,0.000878
87,261.157,0.66065,0.53261,0.87225,0.752,0.29412,0.27604,0.17272,0.92581,1.1376,0.60994,0.0008648,0.0008648,0.0008648
88,264.045,0.65385,0.54047,0.86527,0.5133,0.29412,0.24971,0.16628,0.92406,1.21923,0.61909,0.0008516,0.0008516,0.0008516
89,267.018,0.69555,0.6087,0.87221,0.45896,0.29412,0.24187,0.16314,0.94166,1.23347,0.61677,0.0008384,0.0008384,0.0008384
90,269.819,0.67103,0.6256,0.90354,0.40955,0.29412,0.22747,0.15581,0.96466,1.33575,0.62818,0.0008252,0.0008252,0.0008252
91,272.741,0.68126,0.56368,0.89147,0.42495,0.26471,0.23317,0.14742,0.98954,1.57295,0.66319,0.000812,0.000812,0.000812
92,275.772,0.68589,0.58575,0.907,0.30154,0.32353,0.21449,0.12208,0.90084,2.28035,0.64899,0.0007988,0.0007988,0.0007988
93,278.575,0.6704,0.54032,0.91948,0.31775,0.32353,0.19293,0.11839,1.02082,2.14448,0.65826,0.0007856,0.0007856,0.0007856
94,281.466,0.63195,0.5413,0.90746,0.45135,0.31481,0.23708,0.14276,1.07885,1.7417,0.67095,0.0007724,0.0007724,0.0007724
95,284.33,0.68804,0.61414,0.93841,0.48337,0.32353,0.2244,0.12982,1.13372,1.8066,0.67456,0.0007592,0.0007592,0.0007592
96,287.238,0.65752,0.55253,0.87865,0.34021,0.29412,0.15877,0.0764,1.32419,2.30388,0.77816,0.000746,0.000746,0.000746
97,290.099,0.64261,0.56579,0.90145,0.31861,0.23529,0.13034,0.06086,1.38862,2.45772,0.92632,0.0007328,0.0007328,0.0007328
98,293.024,0.64113,0.51303,0.89719,0.37014,0.26471,0.14596,0.06051,1.37971,2.43686,0.93014,0.0007196,0.0007196,0.0007196
99,295.937,0.74957,0.63738,0.88645,0.29468,0.23529,0.12779,0.05227,1.41787,2.64577,0.9359,0.0007064,0.0007064,0.0007064
100,298.928,0.5677,0.52604,0.89151,0.25605,0.23529,0.12993,0.06123,1.41053,2.7261,0.96138,0.0006932,0.0006932,0.0006932
101,301.83,0.65911,0.55547,0.907,0.25766,0.23529,0.12243,0.05469,1.40267,2.60918,0.92918,0.00068,0.00068,0.00068
102,304.892,0.57109,0.51454,0.85496,0.38557,0.26471,0.19718,0.06781,1.3968,2.10599,0.83903,0.0006668,0.0006668,0.0006668
103,307.741,0.57698,0.51414,0.865,0.63304,0.2542,0.22817,0.09377,1.33852,1.78833,0.81081,0.0006536,0.0006536,0.0006536
